ID,Type,Amount,Date,Detail,Unit
389,expense,200.0,2017-08-25,property mgmt fee,3
187,payment,2000.0,2017-09-01,rent,3
390,expense,200.0,2017-09-01,regular maintenance,3
391,expense,200.0,2017-09-25,property mgmt fee,3
188,payment,2000.0,2017-10-01,rent,3
392,expense,200.0,2017-10-25,property mgmt fee,3
189,payment,2000.0,2017-11-01,rent,3
393,expense,200.0,2017-11-18,cleaning fee,3
394,expense,200.0,2017-11-25,property mgmt fee,3
190,payment,2000.0,2017-12-01,rent,3
395,expense,200.0,2017-12-25,property mgmt fee,3
191,payment,2000.0,2018-01-01,rent,3
396,expense,200.0,2018-01-25,property mgmt fee,3
192,payment,2000.0,2018-02-01,rent,3
397,expense,200.0,2018-02-25,property mgmt fee,3
193,payment,2000.0,2018-03-01,rent,3
398,expense,200.0,2018-03-15,repairs,3
400,expense,200.0,2018-03-25,property mgmt fee,3
399,expense,200.0,2018-03-29,regular maintenance,3
194,payment,2000.0,2018-04-01,rent,3
401,expense,200.0,2018-04-25,property mgmt fee,3
195,payment,2000.0,2018-05-01,rent,3
402,expense,200.0,2018-05-23,regular maintenance,3
403,expense,200.0,2018-05-25,property mgmt fee,3
196,payment,2000.0,2018-06-01,rent,3
404,expense,200.0,2018-06-25,property mgmt fee,3
197,payment,2000.0,2018-07-01,rent,3
405,expense,200.0,2018-07-25,property mgmt fee,3
198,payment,2000.0,2018-08-01,rent,3
406,expense,200.0,2018-08-25,property mgmt fee,3
199,payment,2000.0,2018-09-01,rent,3
407,expense,200.0,2018-09-25,property mgmt fee,3
200,payment,2000.0,2018-10-01,rent,3
408,expense,200.0,2018-10-25,property mgmt fee,3
201,payment,2000.0,2018-11-01,rent,3
409,expense,200.0,2018-11-25,property mgmt fee,3
202,payment,2000.0,2018-12-01,rent,3
410,expense,200.0,2018-12-05,cleaning fee,3
411,expense,200.0,2018-12-25,repairs,3
412,expense,200.0,2018-12-25,property mgmt fee,3
203,payment,2000.0,2019-01-01,rent,3
413,expense,200.0,2019-01-25,property mgmt fee,3
204,payment,2000.0,2019-02-01,rent,3
414,expense,200.0,2019-02-25,property mgmt fee,3
205,payment,2000.0,2019-03-01,rent,3
415,expense,200.0,2019-03-08,cleaning fee,3
416,expense,200.0,2019-03-09,home improvements,3
417,expense,200.0,2019-03-25,property mgmt fee,3
206,payment,2000.0,2019-04-01,rent,3
418,expense,200.0,2019-04-25,property mgmt fee,3
207,payment,2000.0,2019-05-01,rent,3
419,expense,200.0,2019-05-10,repairs,3
421,expense,200.0,2019-05-25,property mgmt fee,3
208,payment,2000.0,2019-06-01,rent,3
420,expense,200.0,2019-06-05,repairs,3
422,expense,200.0,2019-06-20,home improvements,3
423,expense,200.0,2019-06-25,property mgmt fee,3
209,payment,2000.0,2019-07-01,rent,3
424,expense,200.0,2019-07-25,property mgmt fee,3
210,payment,2000.0,2019-08-01,rent,3
425,expense,200.0,2019-08-25,property mgmt fee,3
211,payment,2000.0,2019-09-01,rent,3
426,expense,200.0,2019-09-25,property mgmt fee,3
212,payment,2000.0,2019-10-01,rent,3
427,expense,200.0,2019-10-25,property mgmt fee,3
428,expense,200.0,2019-11-25,property mgmt fee,3
429,expense,200.0,2019-12-25,property mgmt fee,3
213,payment,2000.0,2019-12-27,security deposit,3
214,payment,2000.0,2019-12-27,rent,3
430,expense,200.0,2020-01-25,property mgmt fee,3
215,payment,2000.0,2020-01-27,rent,3
431,expense,200.0,2020-01-29,home improvements,3
432,expense,200.0,2020-02-09,regular maintenance,3
433,expense,200.0,2020-02-25,property mgmt fee,3
216,payment,2000.0,2020-02-27,rent,3
434,expense,200.0,2020-03-25,property mgmt fee,3
217,payment,2000.0,2020-03-27,rent,3
435,expense,200.0,2020-04-25,property mgmt fee,3
218,payment,2000.0,2020-04-27,rent,3
436,expense,200.0,2020-05-04,repairs,3
437,expense,200.0,2020-05-25,property mgmt fee,3
219,payment,2000.0,2020-05-27,rent,3
438,expense,200.0,2020-06-25,property mgmt fee,3
220,payment,2000.0,2020-06-27,rent,3
439,expense,200.0,2020-07-25,property mgmt fee,3
221,payment,2000.0,2020-07-27,rent,3
440,expense,200.0,2020-07-30,home improvements,3
441,expense,200.0,2020-08-25,property mgmt fee,3
222,payment,2000.0,2020-08-27,rent,3
442,expense,200.0,2020-09-04,home improvements,3
443,expense,200.0,2020-09-25,property mgmt fee,3
223,payment,2000.0,2020-09-27,rent,3
444,expense,200.0,2020-10-25,property mgmt fee,3
224,payment,2000.0,2020-10-27,rent,3
445,expense,200.0,2020-11-25,property mgmt fee,3
225,payment,2000.0,2020-11-27,rent,3
446,expense,200.0,2020-12-24,home improvements,3
447,expense,200.0,2020-12-25,property mgmt fee,3
226,payment,2000.0,2020-12-27,rent,3
448,expense,200.0,2021-01-25,property mgmt fee,3
227,payment,2000.0,2021-01-27,rent,3
449,expense,200.0,2021-02-25,property mgmt fee,3
228,payment,2000.0,2021-02-27,rent,3
450,expense,200.0,2021-03-19,cleaning fee,3
451,expense,200.0,2021-03-25,property mgmt fee,3
229,payment,2000.0,2021-03-27,rent,3
452,expense,200.0,2021-04-25,property mgmt fee,3
230,payment,2000.0,2021-04-27,rent,3
453,expense,200.0,2021-05-25,property mgmt fee,3
231,payment,2000.0,2021-05-27,rent,3
454,expense,200.0,2021-06-25,property mgmt fee,3
232,payment,2000.0,2021-06-27,rent,3
455,expense,200.0,2021-07-25,property mgmt fee,3
233,payment,2000.0,2021-07-27,rent,3
456,expense,200.0,2021-08-25,property mgmt fee,3
234,payment,2000.0,2021-08-27,rent,3
457,expense,200.0,2021-09-25,property mgmt fee,3
235,payment,2000.0,2021-09-27,rent,3
458,expense,200.0,2021-10-01,regular maintenance,3
459,expense,200.0,2021-10-25,property mgmt fee,3
236,payment,2000.0,2021-10-27,rent,3
460,expense,200.0,2021-11-25,property mgmt fee,3
237,payment,2000.0,2021-11-27,rent,3
461,expense,200.0,2021-12-25,property mgmt fee,3
238,payment,2000.0,2021-12-27,rent,3
462,expense,200.0,2022-01-25,property mgmt fee,3
239,payment,2000.0,2022-01-27,rent,3
463,expense,200.0,2022-02-25,property mgmt fee,3
240,payment,2000.0,2022-02-27,rent,3
464,expense,200.0,2022-03-25,property mgmt fee,3
241,payment,2000.0,2022-03-27,rent,3
465,expense,200.0,2022-04-25,property mgmt fee,3
242,payment,2000.0,2022-04-27,rent,3
466,expense,200.0,2022-05-08,repairs,3
468,expense,200.0,2022-05-25,property mgmt fee,3
467,expense,200.0,2022-05-26,repairs,3
243,payment,2000.0,2022-05-27,rent,3
469,expense,200.0,2022-06-25,property mgmt fee,3
244,payment,2000.0,2022-06-27,rent,3
470,expense,200.0,2022-07-25,property mgmt fee,3
245,payment,2000.0,2022-07-27,rent,3
471,expense,200.0,2022-08-09,repairs,3
472,expense,200.0,2022-08-25,property mgmt fee,3
473,expense,200.0,2022-08-26,regular maintenance,3
246,payment,2000.0,2022-08-27,rent,3
474,expense,200.0,2022-09-25,property mgmt fee,3
247,payment,2000.0,2022-09-27,rent,3
475,expense,200.0,2022-10-25,property mgmt fee,3
248,payment,2000.0,2022-10-27,rent,3
476,expense,200.0,2022-10-30,cleaning fee,3
477,expense,200.0,2022-11-25,property mgmt fee,3
249,payment,2000.0,2022-11-27,rent,3
478,expense,200.0,2022-12-25,property mgmt fee,3
250,payment,2000.0,2022-12-27,rent,3
479,expense,200.0,2023-01-25,property mgmt fee,3
251,payment,2000.0,2023-01-27,rent,3
480,expense,200.0,2023-02-25,property mgmt fee,3
252,payment,2000.0,2023-02-27,rent,3
481,expense,200.0,2023-03-25,property mgmt fee,3
253,payment,2000.0,2023-03-27,rent,3
482,expense,200.0,2023-04-25,property mgmt fee,3
254,payment,2000.0,2023-04-27,rent,3
483,expense,200.0,2023-05-01,cleaning fee,3
484,expense,200.0,2023-05-25,property mgmt fee,3
255,payment,2000.0,2023-05-27,rent,3
485,expense,200.0,2023-06-17,repairs,3
487,expense,200.0,2023-06-25,property mgmt fee,3
256,payment,2000.0,2023-06-27,rent,3
486,expense,200.0,2023-07-06,repairs,3
488,expense,200.0,2023-07-25,property mgmt fee,3
257,payment,2000.0,2023-07-27,rent,3
489,expense,200.0,2023-07-31,regular maintenance,3
490,expense,200.0,2023-08-11,cleaning fee,3
491,expense,200.0,2023-08-25,property mgmt fee,3
258,payment,2000.0,2023-08-27,rent,3
492,expense,200.0,2023-09-25,property mgmt fee,3
259,payment,2000.0,2023-09-27,rent,3
493,expense,200.0,2023-10-01,home improvements,3
494,expense,200.0,2023-10-25,property mgmt fee,3
260,payment,2000.0,2023-10-27,rent,3
495,expense,200.0,2023-11-25,property mgmt fee,3
261,payment,2000.0,2023-11-27,rent,3
496,expense,200.0,2023-11-30,repairs,3
497,expense,200.0,2023-12-25,property mgmt fee,3
262,payment,2000.0,2023-12-27,rent,3
498,expense,200.0,2024-01-25,property mgmt fee,3
263,payment,2000.0,2024-01-27,rent,3
499,expense,200.0,2024-02-04,regular maintenance,3
500,expense,200.0,2024-02-25,property mgmt fee,3
264,payment,2000.0,2024-02-27,rent,3
501,expense,200.0,2024-03-21,cleaning fee,3
502,expense,200.0,2024-03-25,property mgmt fee,3
265,payment,2000.0,2024-03-27,rent,3
503,expense,200.0,2024-04-25,property mgmt fee,3
266,payment,2000.0,2024-04-27,rent,3
504,expense,200.0,2024-05-25,property mgmt fee,3
267,payment,2000.0,2024-05-27,rent,3
505,expense,200.0,2024-06-25,property mgmt fee,3
268,payment,2000.0,2024-06-27,rent,3
506,expense,200.0,2024-06-27,home improvements,3
507,expense,200.0,2024-07-25,property mgmt fee,3
508,expense,200.0,2024-08-03,regular maintenance,3
509,expense,200.0,2024-08-10,cleaning fee,3
269,payment,2000.0,2024-08-20,security deposit,3
270,payment,2000.0,2024-08-20,rent,3
510,expense,200.0,2024-08-25,property mgmt fee,3
271,payment,2000.0,2024-09-20,rent,3
511,expense,200.0,2024-09-25,property mgmt fee,3
512,expense,200.0,2024-10-07,cleaning fee,3
272,payment,2000.0,2024-10-20,rent,3
514,expense,200.0,2024-10-25,property mgmt fee,3
513,expense,200.0,2024-10-26,repairs,3
273,payment,2000.0,2024-11-20,rent,3
515,expense,200.0,2024-11-25,property mgmt fee,3
274,payment,2000.0,2024-12-20,rent,3
516,expense,200.0,2014-12-25,property mgmt fee,4
517,expense,200.0,2015-01-25,property mgmt fee,4
518,expense,200.0,2015-02-25,property mgmt fee,4
519,expense,200.0,2015-03-25,property mgmt fee,4
520,expense,200.0,2015-04-14,repairs,4
521,expense,200.0,2015-04-25,property mgmt fee,4
522,expense,200.0,2015-05-25,property mgmt fee,4
523,expense,200.0,2015-06-25,property mgmt fee,4
524,expense,200.0,2015-07-25,property mgmt fee,4
525,expense,200.0,2015-08-13,repairs,4
526,expense,200.0,2015-08-25,property mgmt fee,4
527,expense,200.0,2015-09-25,property mgmt fee,4
528,expense,200.0,2015-10-25,property mgmt fee,4
529,expense,200.0,2015-11-25,property mgmt fee,4
530,expense,200.0,2015-12-25,property mgmt fee,4
531,expense,200.0,2016-01-06,home improvements,4
533,expense,200.0,2016-01-25,property mgmt fee,4
532,expense,200.0,2016-01-28,regular maintenance,4
534,expense,200.0,2016-02-25,property mgmt fee,4
535,expense,200.0,2016-03-08,home improvements,4
536,expense,200.0,2016-03-25,property mgmt fee,4
537,expense,200.0,2016-04-25,property mgmt fee,4
538,expense,200.0,2016-05-16,home improvements,4
539,expense,200.0,2016-05-25,property mgmt fee,4
540,expense,200.0,2016-06-25,property mgmt fee,4
541,expense,200.0,2016-07-25,regular maintenance,4
542,expense,200.0,2016-07-25,property mgmt fee,4
543,expense,200.0,2016-08-25,property mgmt fee,4
544,expense,200.0,2016-09-10,repairs,4
545,expense,200.0,2016-09-22,repairs,4
546,expense,200.0,2016-09-25,property mgmt fee,4
547,expense,200.0,2016-10-09,home improvements,4
549,expense,200.0,2016-10-25,property mgmt fee,4
548,expense,200.0,2016-11-06,repairs,4
550,expense,200.0,2016-11-20,regular maintenance,4
551,expense,200.0,2016-11-25,property mgmt fee,4
552,expense,200.0,2016-12-25,property mgmt fee,4
553,expense,200.0,2017-01-25,property mgmt fee,4
554,expense,200.0,2017-02-25,property mgmt fee,4
555,expense,200.0,2017-03-25,property mgmt fee,4
556,expense,200.0,2017-04-12,cleaning fee,4
557,expense,200.0,2017-04-25,property mgmt fee,4
558,expense,200.0,2017-05-25,property mgmt fee,4
559,expense,200.0,2017-06-25,property mgmt fee,4
560,expense,200.0,2017-07-25,property mgmt fee,4
561,expense,200.0,2017-08-25,property mgmt fee,4
562,expense,200.0,2017-09-25,property mgmt fee,4
563,expense,200.0,2017-10-25,property mgmt fee,4
564,expense,200.0,2017-11-25,property mgmt fee,4
565,expense,200.0,2017-12-25,property mgmt fee,4
566,expense,200.0,2018-01-24,cleaning fee,4
567,expense,200.0,2018-01-25,property mgmt fee,4
568,expense,200.0,2018-02-25,property mgmt fee,4
275,payment,2000.0,2018-03-24,security deposit,4
276,payment,2000.0,2018-03-24,rent,4
569,expense,200.0,2018-03-25,property mgmt fee,4
277,payment,2000.0,2018-04-24,rent,4
570,expense,200.0,2018-04-25,property mgmt fee,4
278,payment,2000.0,2018-05-24,rent,4
571,expense,200.0,2018-05-25,property mgmt fee,4
279,payment,2000.0,2018-06-24,rent,4
572,expense,200.0,2018-06-25,property mgmt fee,4
280,payment,2000.0,2018-07-24,rent,4
573,expense,200.0,2018-07-25,property mgmt fee,4
574,expense,200.0,2018-08-15,cleaning fee,4
575,expense,200.0,2018-08-16,regular maintenance,4
281,payment,2000.0,2018-08-24,rent,4
576,expense,200.0,2018-08-25,property mgmt fee,4
282,payment,2000.0,2018-09-24,rent,4
577,expense,200.0,2018-09-25,property mgmt fee,4
283,payment,2000.0,2018-10-24,rent,4
578,expense,200.0,2018-10-25,property mgmt fee,4
579,expense,200.0,2018-11-21,home improvements,4
284,payment,2000.0,2018-11-24,rent,4
581,expense,200.0,2018-11-25,property mgmt fee,4
580,expense,200.0,2018-11-28,cleaning fee,4
285,payment,2000.0,2018-12-24,rent,4
582,expense,200.0,2018-12-25,property mgmt fee,4
286,payment,2000.0,2019-01-24,rent,4
583,expense,200.0,2019-01-25,property mgmt fee,4
287,payment,2000.0,2019-02-24,rent,4
584,expense,200.0,2019-02-25,property mgmt fee,4
288,payment,2000.0,2019-03-24,rent,4
585,expense,200.0,2019-03-25,property mgmt fee,4
289,payment,2000.0,2019-04-24,rent,4
586,expense,200.0,2019-04-25,property mgmt fee,4
290,payment,2000.0,2019-05-24,rent,4
587,expense,200.0,2019-05-25,property mgmt fee,4
291,payment,2000.0,2019-06-24,rent,4
588,expense,200.0,2019-06-25,property mgmt fee,4
292,payment,2000.0,2019-07-24,rent,4
589,expense,200.0,2019-07-25,property mgmt fee,4
590,expense,200.0,2019-08-10,repairs,4
293,payment,2000.0,2019-08-24,rent,4
591,expense,200.0,2019-08-25,property mgmt fee,4
592,expense,200.0,2019-09-18,cleaning fee,4
294,payment,2000.0,2019-09-24,rent,4
593,expense,200.0,2019-09-25,property mgmt fee,4
594,expense,200.0,2019-10-25,property mgmt fee,4
295,payment,2000.0,2019-11-07,security deposit,4
296,payment,2000.0,2019-11-07,rent,4
595,expense,200.0,2019-11-25,property mgmt fee,4
297,payment,2000.0,2019-12-07,rent,4
596,expense,200.0,2019-12-25,property mgmt fee,4
597,expense,200.0,2019-12-29,cleaning fee,4
298,payment,2000.0,2020-01-07,rent,4
598,expense,200.0,2020-01-25,property mgmt fee,4
299,payment,2000.0,2020-02-07,rent,4
599,expense,200.0,2020-02-19,home improvements,4
600,expense,200.0,2020-02-21,regular maintenance,4
601,expense,200.0,2020-02-25,property mgmt fee,4
300,payment,2000.0,2020-03-07,rent,4
602,expense,200.0,2020-03-25,property mgmt fee,4
301,payment,2000.0,2020-04-07,rent,4
603,expense,200.0,2020-04-25,property mgmt fee,4
302,payment,2000.0,2020-05-07,rent,4
604,expense,200.0,2020-05-25,property mgmt fee,4
605,expense,200.0,2020-06-04,cleaning fee,4
303,payment,2000.0,2020-06-07,rent,4
606,expense,200.0,2020-06-25,property mgmt fee,4
304,payment,2000.0,2020-07-07,rent,4
607,expense,200.0,2020-07-14,repairs,4
608,expense,200.0,2020-07-25,property mgmt fee,4
305,payment,2000.0,2020-08-07,rent,4
609,expense,200.0,2020-08-11,repairs,4
610,expense,200.0,2020-08-25,property mgmt fee,4
306,payment,2000.0,2020-09-07,rent,4
611,expense,200.0,2020-09-25,property mgmt fee,4
307,payment,2000.0,2020-10-07,rent,4
612,expense,200.0,2020-10-07,cleaning fee,4
613,expense,200.0,2020-10-25,property mgmt fee,4
308,payment,2000.0,2020-11-07,rent,4
614,expense,200.0,2020-11-25,property mgmt fee,4
615,expense,200.0,2020-11-27,home improvements,4
309,payment,2000.0,2020-12-07,rent,4
616,expense,200.0,2020-12-25,property mgmt fee,4
310,payment,2000.0,2021-01-07,rent,4
617,expense,200.0,2021-01-25,property mgmt fee,4
311,payment,2000.0,2021-02-07,rent,4
618,expense,200.0,2021-02-18,regular maintenance,4
619,expense,200.0,2021-02-25,property mgmt fee,4
312,payment,2000.0,2021-03-07,rent,4
620,expense,200.0,2021-03-25,property mgmt fee,4
313,payment,2000.0,2021-04-07,rent,4
621,expense,200.0,2021-04-25,property mgmt fee,4
314,payment,2000.0,2021-05-07,rent,4
622,expense,200.0,2021-05-19,home improvements,4
623,expense,200.0,2021-05-25,property mgmt fee,4
315,payment,2000.0,2021-06-07,rent,4
624,expense,200.0,2021-06-25,property mgmt fee,4
316,payment,2000.0,2021-07-07,rent,4
625,expense,200.0,2021-07-25,property mgmt fee,4
317,payment,2000.0,2021-08-07,rent,4
626,expense,200.0,2021-08-25,property mgmt fee,4
318,payment,2000.0,2021-09-07,rent,4
627,expense,200.0,2021-09-24,cleaning fee,4
628,expense,200.0,2021-09-25,property mgmt fee,4
319,payment,2000.0,2021-10-07,rent,4
629,expense,200.0,2021-10-25,property mgmt fee,4
320,payment,2000.0,2021-11-07,rent,4
630,expense,200.0,2021-11-14,regular maintenance,4
631,expense,200.0,2021-11-25,property mgmt fee,4
321,payment,2000.0,2021-12-07,rent,4
632,expense,200.0,2021-12-25,property mgmt fee,4
322,payment,2000.0,2022-01-07,rent,4
633,expense,200.0,2022-01-25,property mgmt fee,4
323,payment,2000.0,2022-02-07,rent,4
634,expense,200.0,2022-02-25,property mgmt fee,4
324,payment,2000.0,2022-03-07,rent,4
635,expense,200.0,2022-03-25,property mgmt fee,4
636,expense,200.0,2022-03-26,home improvements,4
325,payment,2000.0,2022-04-07,rent,4
637,expense,200.0,2022-04-25,property mgmt fee,4
326,payment,2000.0,2022-05-07,rent,4
638,expense,200.0,2022-05-25,property mgmt fee,4
327,payment,2000.0,2022-06-07,rent,4
639,expense,200.0,2022-06-25,property mgmt fee,4
328,payment,2000.0,2022-07-07,rent,4
640,expense,200.0,2022-07-25,property mgmt fee,4
329,payment,2000.0,2022-08-07,rent,4
641,expense,200.0,2022-08-25,property mgmt fee,4
330,payment,2000.0,2022-09-07,rent,4
642,expense,200.0,2022-09-25,property mgmt fee,4
643,expense,200.0,2022-10-01,repairs,4
644,expense,200.0,2022-10-03,home improvements,4
331,payment,2000.0,2022-10-07,rent,4
645,expense,200.0,2022-10-25,property mgmt fee,4
332,payment,2000.0,2022-11-07,rent,4
646,expense,200.0,2022-11-25,property mgmt fee,4
333,payment,2000.0,2022-12-07,rent,4
647,expense,200.0,2022-12-25,property mgmt fee,4
334,payment,2000.0,2023-01-07,rent,4
648,expense,200.0,2023-01-25,property mgmt fee,4
649,expense,200.0,2023-02-06,regular maintenance,4
335,payment,2000.0,2023-02-07,rent,4
650,expense,200.0,2023-02-18,home improvements,4
651,expense,200.0,2023-02-25,property mgmt fee,4
336,payment,2000.0,2023-02-27,security deposit,4
337,payment,2000.0,2023-02-27,rent,4
652,expense,200.0,2023-03-15,repairs,4
653,expense,200.0,2023-03-25,property mgmt fee,4
338,payment,2000.0,2023-03-27,rent,4
654,expense,200.0,2023-04-25,property mgmt fee,4
339,payment,2000.0,2023-04-27,rent,4
655,expense,200.0,2023-05-25,property mgmt fee,4
340,payment,2000.0,2023-05-27,rent,4
656,expense,200.0,2023-06-02,regular maintenance,4
657,expense,200.0,2023-06-07,repairs,4
658,expense,200.0,2023-06-25,property mgmt fee,4
341,payment,2000.0,2023-06-27,rent,4
659,expense,200.0,2023-07-25,property mgmt fee,4
342,payment,2000.0,2023-07-27,rent,4
660,expense,200.0,2023-08-25,property mgmt fee,4
343,payment,2000.0,2023-08-27,rent,4
661,expense,200.0,2023-09-25,property mgmt fee,4
344,payment,2000.0,2023-09-27,rent,4
662,expense,200.0,2023-10-25,property mgmt fee,4
345,payment,2000.0,2023-10-27,rent,4
663,expense,200.0,2023-11-25,property mgmt fee,4
346,payment,2000.0,2023-11-27,rent,4
664,expense,200.0,2023-12-25,property mgmt fee,4
347,payment,2000.0,2023-12-27,rent,4
665,expense,200.0,2024-01-25,property mgmt fee,4
348,payment,2000.0,2024-01-27,rent,4
666,expense,200.0,2024-02-25,property mgmt fee,4
349,payment,2000.0,2024-02-27,rent,4
667,expense,200.0,2024-03-04,home improvements,4
668,expense,200.0,2024-03-25,property mgmt fee,4
350,payment,2000.0,2024-03-27,rent,4
669,expense,200.0,2024-04-25,property mgmt fee,4
351,payment,2000.0,2024-04-27,rent,4
670,expense,200.0,2024-05-25,property mgmt fee,4
352,payment,2000.0,2024-05-27,rent,4
671,expense,200.0,2024-06-17,repairs,4
672,expense,200.0,2024-06-25,property mgmt fee,4
353,payment,2000.0,2024-06-27,rent,4
673,expense,200.0,2024-07-25,property mgmt fee,4
354,payment,2000.0,2024-07-27,rent,4
674,expense,200.0,2024-08-23,repairs,4
675,expense,200.0,2024-08-25,property mgmt fee,4
355,payment,2000.0,2024-08-27,rent,4
676,expense,200.0,2024-09-05,repairs,4
677,expense,200.0,2024-09-25,property mgmt fee,4
356,payment,2000.0,2024-09-27,rent,4
678,expense,200.0,2024-10-25,property mgmt fee,4
357,payment,2000.0,2024-10-27,rent,4
679,expense,200.0,2024-11-25,property mgmt fee,4
358,payment,2000.0,2024-11-27,rent,4
843,expense,300.0,2024-12-22,repairs,4
680,expense,310.0,2014-12-25,property mgmt fee,5
681,expense,310.0,2015-01-23,cleaning fee,5
682,expense,310.0,2015-01-25,property mgmt fee,5
683,expense,310.0,2015-02-03,cleaning fee,5
684,expense,310.0,2015-02-25,property mgmt fee,5
685,expense,310.0,2015-03-25,property mgmt fee,5
686,expense,310.0,2015-04-25,property mgmt fee,5
687,expense,310.0,2015-05-25,property mgmt fee,5
688,expense,310.0,2015-06-25,property mgmt fee,5
689,expense,310.0,2015-07-25,property mgmt fee,5
690,expense,310.0,2015-08-25,property mgmt fee,5
691,expense,310.0,2015-09-23,regular maintenance,5
692,expense,310.0,2015-09-25,property mgmt fee,5
693,expense,310.0,2015-10-25,property mgmt fee,5
694,expense,310.0,2015-11-25,property mgmt fee,5
695,expense,310.0,2015-12-25,property mgmt fee,5
696,expense,310.0,2016-01-14,cleaning fee,5
697,expense,310.0,2016-01-25,property mgmt fee,5
698,expense,310.0,2016-02-08,cleaning fee,5
699,expense,310.0,2016-02-25,property mgmt fee,5
700,expense,310.0,2016-03-21,home improvements,5
702,expense,310.0,2016-03-25,property mgmt fee,5
701,expense,310.0,2016-04-12,repairs,5
703,expense,310.0,2016-04-22,repairs,5
704,expense,310.0,2016-04-25,property mgmt fee,5
705,expense,310.0,2016-05-13,repairs,5
706,expense,310.0,2016-05-21,cleaning fee,5
707,expense,310.0,2016-05-25,property mgmt fee,5
708,expense,310.0,2016-06-20,cleaning fee,5
709,expense,310.0,2016-06-25,property mgmt fee,5
710,expense,310.0,2016-07-25,property mgmt fee,5
711,expense,310.0,2016-08-25,property mgmt fee,5
712,expense,310.0,2016-08-29,repairs,5
713,expense,310.0,2016-09-25,property mgmt fee,5
714,expense,310.0,2016-10-25,property mgmt fee,5
715,expense,310.0,2016-11-25,property mgmt fee,5
716,expense,310.0,2016-12-25,property mgmt fee,5
717,expense,310.0,2017-01-25,property mgmt fee,5
718,expense,310.0,2017-02-09,cleaning fee,5
719,expense,310.0,2017-02-25,property mgmt fee,5
720,expense,310.0,2017-03-25,property mgmt fee,5
721,expense,310.0,2017-04-25,property mgmt fee,5
722,expense,310.0,2017-05-25,property mgmt fee,5
723,expense,310.0,2017-06-16,regular maintenance,5
724,expense,310.0,2017-06-25,property mgmt fee,5
725,expense,310.0,2017-07-25,property mgmt fee,5
726,expense,310.0,2017-08-25,property mgmt fee,5
727,expense,310.0,2017-09-25,property mgmt fee,5
728,expense,310.0,2017-10-25,property mgmt fee,5
729,expense,310.0,2017-11-25,property mgmt fee,5
730,expense,310.0,2017-12-24,regular maintenance,5
732,expense,310.0,2017-12-25,property mgmt fee,5
731,expense,310.0,2017-12-30,cleaning fee,5
733,expense,310.0,2018-01-25,property mgmt fee,5
734,expense,310.0,2018-02-25,property mgmt fee,5
735,expense,310.0,2018-03-25,property mgmt fee,5
736,expense,310.0,2018-04-25,property mgmt fee,5
737,expense,310.0,2018-05-25,property mgmt fee,5
738,expense,310.0,2018-06-22,regular maintenance,5
739,expense,310.0,2018-06-25,property mgmt fee,5
740,expense,310.0,2018-07-25,property mgmt fee,5
741,expense,310.0,2018-08-25,property mgmt fee,5
742,expense,310.0,2018-09-25,property mgmt fee,5
743,expense,310.0,2018-10-21,repairs,5
744,expense,310.0,2018-10-24,home improvements,5
745,expense,310.0,2018-10-25,property mgmt fee,5
746,expense,310.0,2018-11-08,home improvements,5
747,expense,310.0,2018-11-25,property mgmt fee,5
748,expense,310.0,2018-12-25,property mgmt fee,5
749,expense,310.0,2019-01-13,repairs,5
750,expense,310.0,2019-01-21,cleaning fee,5
751,expense,310.0,2019-01-25,property mgmt fee,5
752,expense,310.0,2019-02-25,property mgmt fee,5
753,expense,310.0,2019-03-14,regular maintenance,5
754,expense,310.0,2019-03-25,property mgmt fee,5
755,expense,310.0,2019-04-25,property mgmt fee,5
756,expense,310.0,2019-05-25,property mgmt fee,5
757,expense,310.0,2019-06-02,cleaning fee,5
758,expense,310.0,2019-06-13,cleaning fee,5
759,expense,310.0,2019-06-25,property mgmt fee,5
760,expense,310.0,2019-07-25,property mgmt fee,5
359,payment,3100.0,2019-08-12,security deposit,5
360,payment,3100.0,2019-08-12,rent,5
761,expense,310.0,2019-08-25,property mgmt fee,5
361,payment,3100.0,2019-09-12,rent,5
762,expense,310.0,2019-09-25,property mgmt fee,5
362,payment,3100.0,2019-10-12,rent,5
763,expense,310.0,2019-10-25,property mgmt fee,5
363,payment,3100.0,2019-11-12,rent,5
764,expense,310.0,2019-11-25,property mgmt fee,5
364,payment,3100.0,2019-12-12,rent,5
765,expense,310.0,2019-12-20,regular maintenance,5
767,expense,310.0,2019-12-25,property mgmt fee,5
766,expense,310.0,2020-01-04,cleaning fee,5
365,payment,3100.0,2020-01-12,rent,5
768,expense,310.0,2020-01-25,property mgmt fee,5
769,expense,310.0,2020-02-05,repairs,5
366,payment,3100.0,2020-02-12,rent,5
770,expense,310.0,2020-02-25,property mgmt fee,5
367,payment,3100.0,2020-03-12,rent,5
771,expense,310.0,2020-03-25,property mgmt fee,5
368,payment,3100.0,2020-04-12,rent,5
772,expense,310.0,2020-04-25,property mgmt fee,5
369,payment,3100.0,2020-05-12,rent,5
773,expense,310.0,2020-05-25,property mgmt fee,5
370,payment,3100.0,2020-06-12,rent,5
774,expense,310.0,2020-06-23,repairs,5
776,expense,310.0,2020-06-25,property mgmt fee,5
775,expense,310.0,2020-07-09,repairs,5
371,payment,3100.0,2020-07-12,rent,5
777,expense,310.0,2020-07-25,property mgmt fee,5
372,payment,3100.0,2020-08-12,rent,5
